%time,field.Angle1,field.Angle2,field.Angle3,field.Angle4,field.Angle5,field.Angle6
1555022491190394821,0.652452610677,0.0,0.0,0.0,0.0,0.0
1555022491190964214,0.652452610677,-0.758808522135,0.0,0.0,0.0,0.0
1555022491191590805,0.652452610677,-0.758808522135,-0.487805478516,0.0,0.0,0.0
1555022491192140996,0.652452610677,-0.758808522135,-0.487805478516,-0.110957849935,0.0,0.0
1555022491192671331,0.652452610677,-0.758808522135,-0.487805478516,-0.110957849935,0.246459371745,0.0
1555022491193219916,0.652452610677,-0.758808522135,-0.487805478516,-0.110957849935,0.246459371745,0.430536910807
1555022491194316134,0.652452610677,-0.758808522135,-0.487805478516,-0.110957849935,0.246459371745,0.430536910807
1555022491194643267,0.652452610677,-0.757785869141,-0.487805478516,-0.110957849935,0.246459371745,0.430536910807
1555022491194822556,0.652452610677,-0.757785869141,-0.487294152018,-0.110957849935,0.246459371745,0.430536910807
1555022491194976099,0.652452610677,-0.757785869141,-0.487294152018,-0.110957849935,0.246459371745,0.430536910807
1555022491195072747,0.652452610677,-0.757785869141,-0.487294152018,-0.110957849935,0.246459371745,0.430536910807
1555022491195184398,0.652452610677,-0.757785869141,-0.487294152018,-0.110957849935,0.246459371745,0.430536910807
1555022491195336240,0.652452610677,-0.757785869141,-0.487294152018,-0.110957849935,0.246459371745,0.430536910807
1555022491195513157,0.652452610677,-0.757785869141,-0.487294152018,-0.110957849935,0.246459371745,0.430536910807
1555022491195613688,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491195739600,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491195858509,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491195967936,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491196178788,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491196271745,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491196343358,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491196457135,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491196568525,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491196706318,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491196887517,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491197006491,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491197068668,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491197218959,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491197264596,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491197407776,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491198296196,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491198387943,0.652452610677,-0.757785869141,-0.486782825521,-0.110957849935,0.246459371745,0.430536910807
1555022491198507478,0.652452610677,-0.757785869141,-0.485760172526,-0.110957849935,0.246459371745,0.430536910807
