%time,field.Angle1,field.Angle2,field.Angle3,field.Angle4,field.Angle5,field.Angle6
1554918674613135413,-0.0434627522786,1.0471946693,1.0471946693,1.0471946693,1.0471946693,-0.417242421875
1554918674613870542,-0.0434627522786,1.0471946693,1.0471946693,1.0471946693,1.0471946693,-0.417242421875
1554918674614172815,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,1.0471946693,-0.417242421875
1554918674614904348,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,1.0471946693,-0.417242421875
1554918674615197740,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.417242421875
1554918674615724684,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674616318955,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674616887582,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674617310285,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674617890195,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674618177576,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674618594943,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674618969549,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674619439161,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674619901128,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674620323445,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674620684347,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674621145355,-0.0434627522786,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674621874792,-0.0429514257812,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674622328361,-0.0429514257812,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.302705286458
1554918674622844368,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.642226080729,-0.302705286458
1554918674623488287,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.642226080729,-0.302705286458
1554918674623970482,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.302705286458
1554918674624727768,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.302705286458
1554918674624986919,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.302705286458
1554918674625478637,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.302705286458
1554918674626005761,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.302705286458
1554918674626519921,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.302705286458
1554918674626962495,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302705286458
1554918674627395064,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302705286458
1554918674628373496,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302705286458
1554918674629001938,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302705286458
1554918674629556511,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302705286458
1554918674630061840,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302705286458
1554918674630501155,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302705286458
1554918674631034991,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302193959961
1554918674631694953,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302193959961
1554918674632219308,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302193959961
1554918674632690705,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302193959961
1554918674633257870,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302193959961
1554918674633775940,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.302193959961
1554918674634203203,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.301682633464
1554918674634704386,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.301682633464
1554918674635242381,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.301682633464
1554918674635718175,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.301682633464
1554918674636272833,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.64018077474,-0.301682633464
1554918674636683035,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674637044625,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674637913706,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674638465384,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674638860391,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674639537073,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674639848627,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674640283465,-0.0424400992839,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674641100269,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674641619368,-0.0429514257812,1.0471946693,0.963339121094,1.0471946693,0.641203427734,-0.301682633464
1554918674642253056,-0.0429514257812,1.0471946693,0.964361774089,1.0471946693,0.641203427734,-0.301682633464
1554918674644334648,-0.0429514257812,1.0471946693,0.964361774089,1.0471946693,0.641203427734,-0.301682633464
1554918674644356430,-0.0429514257812,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.301682633464
1554918674644765339,-0.0429514257812,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.301682633464
1554918674644978495,-0.0429514257812,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.301682633464
1554918674645516423,-0.0429514257812,1.0471946693,0.964361774089,1.0471946693,0.642226080729,-0.301682633464
1554918674646045871,-0.0429514257812,1.0471946693,0.965384427083,1.0471946693,0.642226080729,-0.301682633464
1554918674646450161,-0.0429514257812,1.0471946693,0.965384427083,1.0471946693,0.642226080729,-0.301682633464
1554918674646699124,-0.0429514257812,1.0471946693,0.965384427083,1.0471946693,0.642226080729,-0.301682633464
1554918674646920563,-0.0429514257812,1.0471946693,0.965384427083,1.0471946693,0.642226080729,-0.302193959961
1554918674647290185,-0.0429514257812,1.0471946693,0.965384427083,1.0471946693,0.642226080729,-0.302193959961
1554918674647698236,-0.0429514257812,1.0471946693,0.965384427083,1.0471946693,0.642226080729,-0.302193959961
1554918674647882962,-0.0429514257812,1.0471946693,0.966407080078,1.0471946693,0.642226080729,-0.302193959961
1554918674648210238,-0.0429514257812,1.0471946693,0.966407080078,1.0471946693,0.642226080729,-0.302193959961
1554918674648442819,-0.0429514257812,1.0471946693,0.966407080078,1.0471946693,0.642226080729,-0.302193959961
1554918674648702164,-0.0429514257812,1.0471946693,0.966407080078,1.0471946693,0.642226080729,-0.302705286458
1554918674649073205,-0.0429514257812,1.0471946693,0.966407080078,1.0471946693,0.642226080729,-0.302705286458
1554918674649349775,-0.0429514257812,1.0471946693,0.966407080078,1.0471946693,0.642226080729,-0.302705286458
1554918674649558438,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674649892906,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674650049586,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674650243406,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674650544766,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674650828234,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674651017164,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674651230905,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674651448894,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674651730527,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674652185392,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674652434168,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674652671518,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674652963547,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.642226080729,-0.302705286458
1554918674653038215,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.641203427734,-0.302705286458
1554918674653417648,-0.0429514257812,1.0471946693,0.967429733073,1.0471946693,0.641203427734,-0.302193959961
